ISIN;ISIN-Bezeichnung;Verwaltungsgesellschaft;OeNB-Identnummer;LEI;LEI-Status;Wrapper;ISIN-Status;Laufzeitende
AT0000A2TLR7;Raiffeisen-Mehrwert 2027 II A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;27595900;529900GY8T63ENG6RG28;ISSUED;5554;A;2027.11.26
AT0000A2TLS5;Raiffeisen-Mehrwert 2027 II VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;27595900;529900GY8T63ENG6RG28;ISSUED;5554;A;2027.11.26
AT0000A2TLV9;Tailormade bond opportunities ESG (EUR) (R) (A3);Gutmann Kapitalanlagegesellschaft m.b.H;25903683;529900BI2KWLU2FXN597;ISSUED;5410;A;
AT0000A2TLW7;Tailormade bond opportunities ESG (EUR) (R) (T2);Gutmann Kapitalanlagegesellschaft m.b.H;25903683;529900BI2KWLU2FXN597;ISSUED;5410;A;
AT0000A2TLX5;Tailormade bond opportunities ESG (I) (EUR) (A2);Gutmann Kapitalanlagegesellschaft m.b.H;25903683;529900BI2KWLU2FXN597;ISSUED;5410;A;
AT0000A2TLY3;Tailormade bond opportunities ESG (I) (EUR) (T1);Gutmann Kapitalanlagegesellschaft m.b.H;25903683;529900BI2KWLU2FXN597;ISSUED;5410;A;
AT0000A2TMJ2;TI22 A2;Gutmann Kapitalanlagegesellschaft m.b.H;21792631;529900RXD744YURJJP70;ISSUED;5186;A;
AT0000A2TMW5;KEPLER Rent 2028 IT (T);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;27615820;529900YS4L1N2X4L5U89;ISSUED;5555;A;2028.03.31
AT0000A2TVS4;Aquila 122 (A);Gutmann Kapitalanlagegesellschaft m.b.H;27642372;5299006GC52LRG3H2C98;ISSUED;5557;A;
AT0000A2TW04;JKdynamic;LLB Invest Kapitalanlagegesellschaft m.b.H.;27660931;529900XO5JDQVJDI2983;ISSUED;5558;A;
AT0000A2TWU8;Schelhammer Capital Private Equity Portfolio 2022 Linked Note;GBG Private Markets GmbH;;;;;A;
AT0000A2U2C0;TTM PM2;Erste Asset Management GmbH;27694836;529900DN3I1Z9XF7WR30;ISSUED;5559;A;
AT0000A2U2G1;Aurelius 1;LLB Invest Kapitalanlagegesellschaft m.b.H.;27698718;529900KQ4I0PUP551D77;ISSUED;5560;A;
AT0000A2U2K3;Sirius 145 T;Gutmann Kapitalanlagegesellschaft m.b.H;27698700;529900Y1EH0OO6J56I95;ISSUED;5561;A;
AT0000A2U2L1;Sirius 145 T2;Gutmann Kapitalanlagegesellschaft m.b.H;27698700;529900Y1EH0OO6J56I95;ISSUED;5561;A;
AT0000A2U2T4;Global Dividend Strategy Fund (GDSF);LLB Invest Kapitalanlagegesellschaft m.b.H.;27710955;529900HKU5VK1ETF5987;ISSUED;5562;A;
AT0000A2U2U2;Global Dividend Strategy Fund (GDSF);LLB Invest Kapitalanlagegesellschaft m.b.H.;27710955;529900HKU5VK1ETF5987;ISSUED;5562;A;
AT0000A2U4Z7;SpänglerPrivat: CARL Aktien FoF (RT);IQAM Invest GmbH;27395200;529900WYPMFZKDGBTK68;ISSUED;5529;A;
AT0000A2U501;SpänglerPrivat: CARL Anleihen FoF (RT);IQAM Invest GmbH;27395219;529900WXFU5IE9FQPX02;ISSUED;5530;A;
AT0000A2U519;SpänglerPrivat: CARL Flexibel FoF (RT);IQAM Invest GmbH;27395227;529900DD8FNREAGUML79;ISSUED;5531;A;
AT0000A2UFH8;Advanced Targets Fund;LLB Invest Kapitalanlagegesellschaft m.b.H.;8469709;529900NMRIPZJME60H09;ISSUED;2764;A;
AT0000A2UNE9;CMI 171;LLB Invest Kapitalanlagegesellschaft m.b.H.;27863921;529900P97C50NIHD1012;ISSUED;5565;A;
AT0000A2UNS9;Zukunft Holz;3 Banken-Generali Investment-Gesellschaft m.b.H.;27874672;529900MQ69PC6HH8DJ85;ISSUED;5566;A;
AT0000A2UTW8;ACATIS Value und Dividende X;MASTERINVEST Kapitalanlage GmbH;17135583;5299006PLH0VLGV2AB26;ISSUED;4668;A;
AT0000A2UTY4;Belvedere Stock-kicker Fonds (A);IQAM Invest GmbH;27896013;529900O9KGOY8PUFT115;ISSUED;5567;A;
AT0000A2UTZ1;Belvedere Stock-kicker Fonds (T);IQAM Invest GmbH;27896013;529900O9KGOY8PUFT115;ISSUED;5567;A;
AT0000A2UU03;Edinger Spezialfonds;MASTERINVEST Kapitalanlage GmbH;27896005;529900LTYJF4NYSECH19;ISSUED;5568;A;
AT0000A2UU11;TM Equity US ESG (I) (EUR) (VTA1);Gutmann Kapitalanlagegesellschaft m.b.H;25194879;5299007IUHNFRBAHB567;ISSUED;5356;A;
AT0000A2UU29;TM Equity Europe ESG (I) (EUR) (VTA1);Gutmann Kapitalanlagegesellschaft m.b.H;25194887;529900UWUEFLDZ705E49;ISSUED;5354;A;
AT0000A2UU37;TM Equity EM and Japan ESG (I) (EUR) (VTA1);Gutmann Kapitalanlagegesellschaft m.b.H;25194895;529900Y5094GKOUCB648;ISSUED;5352;A;
AT0000A2UU78;Aktienportfolio 2;Amundi Austria GmbH;27915700;529900QK4B58PP6CEQ76;ISSUED;5569;A;
AT0000A2UWG5;Gutmann Global Bonds Strategy (EUR) (VT);Gutmann Kapitalanlagegesellschaft m.b.H;8462356;529900PIGWQYUV426S95;ISSUED;2296;A;
AT0000A2UWJ9;Sirius 148;Gutmann Kapitalanlagegesellschaft m.b.H;27950395;529900ABGY4Y5UUPZ788;ISSUED;5570;A;
AT0000A2UWK7;GM BG;Gutmann Kapitalanlagegesellschaft m.b.H;27950409;529900EUJPAR32UO8K40;ISSUED;5571;A;
AT0000A2UX00;Apollo Emerging Markets Equity (AST);Security Kapitalanlage Aktiengesellschaft;8506965;529900N2DAI442VERR26;ISSUED;444;A;
AT0000A2UX18;Apollo Emerging Markets Equity  (A2ST);Security Kapitalanlage Aktiengesellschaft;8506965;529900N2DAI442VERR26;ISSUED;444;A;
AT0000A2UX26;Apollo Global Bond ESG (AST);Security Kapitalanlage Aktiengesellschaft;17050855;529900T8EADS7OISOE86;ISSUED;4650;A;
AT0000A2UX34;Apollo Aktien Global ESG (AST);Security Kapitalanlage Aktiengesellschaft;18467660;529900A7VPXSDUGFE041;ISSUED;4846;A;
AT0000A2UX42;Apollo New World ESG (AST);Security Kapitalanlage Aktiengesellschaft;20649410;529900PDHC41U8JK2Y88;ISSUED;5100;A;
AT0000A2UXB4;Olivia Traunauz;LLB Invest Kapitalanlagegesellschaft m.b.H.;27989844;529900RMPX54FI27OV18;ISSUED;5573;A;
AT0000A2UXC2;CONDOR122;LLB Invest Kapitalanlagegesellschaft m.b.H.;27994570;529900BNCQWT9T4OYO74;ISSUED;5574;A;
AT0000A2UXH1;KEPLER Ethik Quality Aktienfonds (T) (IT);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;8105910;529900OHXO46UDQM9J27;ISSUED;517;A;
AT0000A2UXP4;Sustineri Global Leaders (R );LLB Invest Kapitalanlagegesellschaft m.b.H.;28010841;529900MBCRHWXYSFV970;ISSUED;5575;A;
AT0000A2UXQ2;Sustineri Global Leaders (I);LLB Invest Kapitalanlagegesellschaft m.b.H.;28010841;529900MBCRHWXYSFV970;ISSUED;5575;A;
AT0000A2UXR0;Sustineri Global Leaders (I)(USD);LLB Invest Kapitalanlagegesellschaft m.b.H.;28010841;529900MBCRHWXYSFV970;ISSUED;5575;A;
AT0000A2V2M8;Amundi Öko Sozial Dollar Bond;Amundi Austria GmbH;7270631;213800QJ4QN4FTVKUI79;ISSUED;59;A;
AT0000A2V2N6;Amundi Öko Sozial Dollar Bond;Amundi Austria GmbH;7270631;213800QJ4QN4FTVKUI79;ISSUED;59;A;
AT0000A2V2U1;V&G 1 (I);LLB Invest Kapitalanlagegesellschaft m.b.H.;28066049;529900AJA6PUIPD01003;ISSUED;5576;A;
AT0000A2V2V9;V&G 1 (I);LLB Invest Kapitalanlagegesellschaft m.b.H.;28066049;529900AJA6PUIPD01003;ISSUED;5576;A;
AT0000A2V2W7;V&G 1 (I Spezial);LLB Invest Kapitalanlagegesellschaft m.b.H.;28066049;529900AJA6PUIPD01003;ISSUED;5576;A;
AT0000A2V9P6;Hollyport VIII Linked Note;GBG Private Markets GmbH;;;;;A;
AT0000A2VB88;Gutmann Pure Innovation (EUR) (T1);Gutmann Kapitalanlagegesellschaft m.b.H;28079647;529900L4RHGW15CK1723;ISSUED;5577;A;
AT0000A2VB96;Gutmann Pure Innovation (USD) (T1);Gutmann Kapitalanlagegesellschaft m.b.H;28079647;529900L4RHGW15CK1723;ISSUED;5577;A;
AT0000A2VCW2;R-Sustainable-RAMRO-1;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;28093771;52990093W58VBIFEAR52;ISSUED;5579;A;
AT0000A2VD03;SCF Opportunity Fund;LLB Invest Kapitalanlagegesellschaft m.b.H.;28098633;529900G9YU5T1LPED514;ISSUED;5580;A;
AT0000A2VDT6;MI 6 EMGB;MASTERINVEST Kapitalanlage GmbH;28123468;5299006FACGWJKPDFJ91;ISSUED;5583;A;
AT0000A2VDU4;HERMES01032022 (T);Schoellerbank Invest AG;28123476;529900OWU8IA4YEC9W22;ISSUED;5582;A;
AT0000A2VDV2;R 2027 NÖ;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;28123484;5299007WO9L3MC80C528;ISSUED;5581;A;2027.04.30
AT0000A2VH41;ERSTE STOCK GLOBAL USD R01;Erste Asset Management GmbH;7525125;529900AD3P0U22UDIC32;ISSUED;378;A;
AT0000A2VH58;ERSTE STOCK GLOBAL USD D02;Erste Asset Management GmbH;7525125;529900AD3P0U22UDIC32;ISSUED;378;A;
AT0000A2VH66;ERSTE RESPONSIBLE STOCK GLOBAL USD R01;Erste Asset Management GmbH;7525338;5299006PBMHZRD7QSR58;ISSUED;2345;A;
AT0000A2VH74;ERSTE RESPONSIBLE STOCK GLOBAL USD D02;Erste Asset Management GmbH;7525338;5299006PBMHZRD7QSR58;ISSUED;2345;A;
AT0000A2VJ98;Sirius 146;Gutmann Kapitalanlagegesellschaft m.b.H;28168224;5299005XTKYFF2C3B321;ISSUED;5584;A;
AT0000A2VKY1;AF Global Invest;LLB Invest Kapitalanlagegesellschaft m.b.H.;28202660;5299007CIZFHIWP2VY48;ISSUED;5585;A;
AT0000A2VQ40;SpänglerPrivat: Flexibel (IT);IQAM Invest GmbH;17679672;529900SY76XO2GRRHJ53;ISSUED;4745;A;
AT0000A2VQ57;SpänglerPrivat: Substanz (IT);IQAM Invest GmbH;7173350;529900963VAT3MGRPB59;ISSUED;2243;A;
AT0000A2VQ73;SpänglerPrivat: Top Dividende (IA);IQAM Invest GmbH;25240889;5299006ONTQP2LS12G74;ISSUED;5361;A;
AT0000A2VQC4;Gutmann ESG Equities (EUR) (T) (H);Gutmann Kapitalanlagegesellschaft m.b.H;17296196;529900E18AOVP5I02323;ISSUED;4688;A;
AT0000A2VXY4;Gutmann ESG Global Bonds Strategy (EUR)(T);Gutmann Kapitalanlagegesellschaft m.b.H;28243021;52990096B3VJC9G18X14;ISSUED;5586;A;
AT0000A2VXZ1;Gutmann ESG Global Bonds Strategy (EUR)(VT);Gutmann Kapitalanlagegesellschaft m.b.H;28243021;52990096B3VJC9G18X14;ISSUED;5586;A;
AT0000A2VY32;ERSTE BOND COMBIRENT CZK R01;Erste Asset Management GmbH;7513402;5299003BGS3OLPA5YE94;ISSUED;97;A;
AT0000A2VY40;ERSTE BOND COMBIRENT EUR D01;Erste Asset Management GmbH;7513402;5299003BGS3OLPA5YE94;ISSUED;97;A;
AT0000A2VY57;ERSTE BOND COMBIRENT EUR D01;Erste Asset Management GmbH;7513402;5299003BGS3OLPA5YE94;ISSUED;97;A;
AT0000A2VY65;ERSTE BOND COMBIRENT EUR D02;Erste Asset Management GmbH;7513402;5299003BGS3OLPA5YE94;ISSUED;97;A;
AT0000A2VY73;ERSTE BOND COMBIRENT EUR D02;Erste Asset Management GmbH;7513402;5299003BGS3OLPA5YE94;ISSUED;97;A;
AT0000A2VY81;ERSTE BOND COMBIRENT EUR I01;Erste Asset Management GmbH;7513402;5299003BGS3OLPA5YE94;ISSUED;97;A;
AT0000A2VY99;ERSTE BOND COMBIRENT EUR I01;Erste Asset Management GmbH;7513402;5299003BGS3OLPA5YE94;ISSUED;97;A;
AT0000A2VYH7;OBKHN01;3 Banken-Generali Investment-Gesellschaft m.b.H.;28260805;529900X59SB2LO5GD557;ISSUED;5588;A;
AT0000A2W9G4;FlexProtection Secure 21;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;28282221;529900MQO4FJ34V0WC38;ISSUED;5590;A;
AT0000A2W9K6;Sirius JR01;Gutmann Kapitalanlagegesellschaft m.b.H;;529900167KYKD4WOG741;ISSUED;5591;V;
AT0000A2W9P5;IQAM OptionsprämienStrategie Protect (S);IQAM Invest GmbH;28293029;52990047OP4BDQEP6F92;ISSUED;5592;A;
AT0000A2W9Q3;IQAM OptionsprämienStrategie Protect (I);IQAM Invest GmbH;28293029;52990047OP4BDQEP6F92;ISSUED;5592;A;
AT0000A2WBF7;ValueDO Fund (Super-I);LLB Invest Kapitalanlagegesellschaft m.b.H.;20879008;5299004KF18ZQPVKEU17;ISSUED;5121;A;
AT0000A2WBH3;3 Banken Zinschance 2028 (I);3 Banken-Generali Investment-Gesellschaft m.b.H.;28317653;529900M5YX8HS5AN1T57;ISSUED;5593;A;2028.03.31
AT0000A2WBK7;Raiffeisen-Mehrwert-ESG 2028 (R) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;28328892;529900VW4U4E27H4EZ25;ISSUED;5594;A;2028.04.28
AT0000A2WBL5;Raiffeisen-Mehrwert-ESG 2028 (R) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;28328892;529900VW4U4E27H4EZ25;ISSUED;5594;A;2028.04.28
AT0000A2WBN1;Raiffeisen-Mehrwert-ESG 2028 (RZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;28328892;529900VW4U4E27H4EZ25;ISSUED;5594;A;2028.04.28
AT0000A2WBP6;Raiffeisen-Mehrwert-ESG 2028 (RZ) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;28328892;529900VW4U4E27H4EZ25;ISSUED;5594;A;2028.04.28
AT0000A2WBQ4;Raiffeisen-Mehrwert-ESG 2028 (I) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;28328892;529900VW4U4E27H4EZ25;ISSUED;5594;A;2028.04.28
AT0000A2WBR2;Raiffeisen-Mehrwert-ESG 2028 (I) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;28328892;529900VW4U4E27H4EZ25;ISSUED;5594;A;2028.04.28
AT0000A2WC52;HACCA;Gutmann Kapitalanlagegesellschaft m.b.H;28343646;529900ID0R77K0UE0161;ISSUED;5596;A;
AT0000A2WCG3;3 Banken Werte Balanced (I);3 Banken-Generali Investment-Gesellschaft m.b.H.;8391505;529900ULPX41CO3F0L81;ISSUED;1142;A;
AT0000A2WCH1;3 Banken Werte Defensive (I);3 Banken-Generali Investment-Gesellschaft m.b.H.;8391386;529900139L7QDVH2YM31;ISSUED;357;A;
AT0000A2WE84;3 Banken Werte Growth (I);3 Banken-Generali Investment-Gesellschaft m.b.H.;8391530;529900F1O41A8LLN8G53;ISSUED;1140;A;
AT0000A2WE92;GM Art;Gutmann Kapitalanlagegesellschaft m.b.H;28354516;529900F40329G6BIW147;ISSUED;5597;A;
AT0000A2WSZ9;VBV Emerging Markets High Yield Credit;Amundi Austria GmbH;28369645;529900715UD7HFJ0XQ50;ISSUED;5598;A;
AT0000A2WUM3;Gutmann Investor USD 40 (USD)(VT1);Gutmann Kapitalanlagegesellschaft m.b.H;28373847;529900MCBKZPXJB38E36;ISSUED;5599;A;
AT0000A2WUN1;Gutmann Investor EUR 60 (EUR)(T1);Gutmann Kapitalanlagegesellschaft m.b.H;28373839;529900EBCZ0KRH7CYU52;ISSUED;5600;A;
AT0000A2WVP4;Spängler DLT MultiAsset 30 (Spezial);LLB Invest Kapitalanlagegesellschaft m.b.H.;28387422;529900RLMBGEZD6BTK91;ISSUED;5601;A;
AT0000A2WZ97;VBV VK Value Aktien Global ESG Fonds;Erste Asset Management GmbH;28394747;529900WZZHAYQ49OUW44;ISSUED;5602;A;
AT0000A2X0T5;Apollo Corporate Bond A;Security Kapitalanlage Aktiengesellschaft;22197010;529900D0SE7BBX9GVW94;ISSUED;5211;A;
AT0000A2X9L3;BTV AM Aktien Global;3 Banken-Generali Investment-Gesellschaft m.b.H.;28424387;529900ZNDHNQYKUPXD14;ISSUED;5603;A;
AT0000A2XCV0;VBV Emerging Markets High Yield Credit Opportunities;Amundi Austria GmbH;28441354;529900GN7NNPV1QM9P91;ISSUED;5604;A;
AT0000A2XGS7;CMI 172;LLB Invest Kapitalanlagegesellschaft m.b.H.;28485904;529900WZNE13UKOMTN62;ISSUED;5605;A;
AT0000A2XLG2;Raiffeisen-Mehrwert-ESG 2028 (S) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;28328892;529900VW4U4E27H4EZ25;ISSUED;5594;A;2028.04.28
AT0000A2XLN8;ERSTE RESPONSIBLE BOND GLOBAL HIGH YIELD EUR I01;Erste Asset Management GmbH;25217429;529900IWJP0D9EEAD379;ISSUED;5359;A;
AT0000A2XMD7;SAM30;Sparkasse Oberösterreich Kapitalanlagegesellschaft m.b.H.;28548426;;;5607;A;
AT0000A2XMF2;OBK 68;3 Banken-Generali Investment-Gesellschaft m.b.H.;28554736;529900N089XDOWNEUX94;ISSUED;5608;A;
AT0000A2XMK2;Raiffeisen-Asia-Opportunities-ESG-Aktien (I) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7262175;529900OOTZUUZBZQR163;ISSUED;1007;A;
AT0000A2XMQ9;Raiffeisen-Nachhaltigkeit-US-Aktien (SZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7173334;529900DX7UGG9EN3PH08;ISSUED;908;A;
AT0000A2XMR7;F.O.G.;Gutmann Kapitalanlagegesellschaft m.b.H;28568486;529900UR5EZ90J6LNQ52;ISSUED;5609;A;
AT0000A2XMT3;Invision VII Sustainable Linked Note;GBG Private Markets GmbH;;;;;A;
AT0000A2XMX5;Raiffeisen-Nachhaltigkeit-EmergingMarkets-LocalBonds (SZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;9551220;5299001Q0GGN4TBUGC18;ISSUED;3971;A;
AT0000A2XN25;Raiffeisen-MegaTrends-ESG-Aktien (SZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8266603;529900WQ21XZ52DAAC20;ISSUED;873;A;
AT0000A2XN33;Raiffeisen-Health and Wellbeing-ESG-Aktien (SZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8500606;529900DN2F7FG886B427;ISSUED;1728;A;
AT0000A2XN41;Raiffeisen-HighTech-ESG-Aktien (SZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;8500894;529900YCX28O8NNXND08;ISSUED;2057;A;
AT0000A2XN66;Raiffeisen Euro ESG Government Bonds (SZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7510900;5299002337RR0GKUSY76;ISSUED;577;A;
AT0000A2XSN3;Raiffeisen 304 - ESG - Euro Corporates (SZ) T;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;7320779;529900XCX8S3FKX9IE83;ISSUED;1757;A;
AT0000A2Y5Y3;Tessera SF1;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;28623452;529900RPHGUZ7DGI2G63;ISSUED;5611;A;
AT0000A2Y6C7;CMI 173;LLB Invest Kapitalanlagegesellschaft m.b.H.;28631579;529900DHOJMF1H4NTM32;ISSUED;5612;A;
AT0000A2Y6H6;Schelhammer Capital - Aktien Dividende A;Security Kapitalanlage Aktiengesellschaft;28637828;529900FVUTLQ0OSNZL89;ISSUED;5613;A;
AT0000A2Y6J2;Schelhammer Capital - Aktien Dividende A3;Security Kapitalanlage Aktiengesellschaft;28637828;529900FVUTLQ0OSNZL89;ISSUED;5613;A;
AT0000A2Y792;ERSTE RESERVE EURO PLUS EUR I01;Erste Asset Management GmbH;7012500;5299002DYSWP6A88AI59;ISSUED;100;A;
AT0000A2Y842;Greenblue Lake;LLB Invest Kapitalanlagegesellschaft m.b.H.;28657330;529900LXW3WLKFWOHK79;ISSUED;5614;A;
AT0000A2Y9M0;AB Spezialfonds;Gutmann Kapitalanlagegesellschaft m.b.H;28668146;529900LFSNV3GU3DIT96;ISSUED;5616;A;
AT0000A2Y9N8;WB Spezialfonds;Gutmann Kapitalanlagegesellschaft m.b.H;28668154;529900A7IODEPY76V162;ISSUED;5615;A;
AT0000A2Y9W9;AMC V Sustainable Linked Note;GBG Private Markets GmbH;;;;;A;
AT0000A2YBP2;Erzberg;LLB Invest Kapitalanlagegesellschaft m.b.H.;28712250;529900O94S6CCVILMQ33;ISSUED;5617;A;
AT0000A2YCA2;Dividend Select Aktien (A);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;28747950;529900MAK5VHEGL7PI38;ISSUED;5618;A;
AT0000A2YCB0;Dividend Select Aktien Management (A);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;28747950;529900MAK5VHEGL7PI38;ISSUED;5618;A;
AT0000A2YCP0;KEPLER Value Aktienfonds (IT1) (T);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;8747067;5299006VQIE3R49QDM32;ISSUED;3700;A;
AT0000A2YCQ8;KEPLER Growth Aktienfonds (IT1) (T);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;8105936;529900DFFB8D4NEE0B27;ISSUED;2803;A;
AT0000A2YCS4;KEPLER Risk Select Aktienfonds (IT2) (T);KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;10334890;529900I7K836AC8ZHO67;ISSUED;4230;A;
AT0000A2YCV8;SpänglerPrivat: Top Dividende (IT);IQAM Invest GmbH;25240889;5299006ONTQP2LS12G74;ISSUED;5361;A;
AT0000A2YCW6;SpänglerPrivat: Top Dividende (RT);IQAM Invest GmbH;25240889;5299006ONTQP2LS12G74;ISSUED;5361;A;
AT0000A2YD26;IPS Fonds II;Erste Asset Management GmbH;28771150;529900G667RUIZLUWF03;ISSUED;5619;A;
AT0000A2YD67;Aquila 150 (VT);Gutmann Kapitalanlagegesellschaft m.b.H;28779037;529900PFR8255GMWR350;ISSUED;5620;A;
AT0000A2YDD4;Sirius 25 - Euro Corporate Bond Fund (I) (EUR) (A6);Gutmann Kapitalanlagegesellschaft m.b.H;8471339;529900ZALRPIDKMWKF09;ISSUED;689;A;
AT0000A2YDF9;Gutmann Investor USD 40 (USD)(T2);Gutmann Kapitalanlagegesellschaft m.b.H;28373847;529900MCBKZPXJB38E36;ISSUED;5599;A;
AT0000A2YNM4;Tailormade bond opportunities ESG (I) (EUR) (A4);Gutmann Kapitalanlagegesellschaft m.b.H;25903683;529900BI2KWLU2FXN597;ISSUED;5410;A;
AT0000A2YPA4;Apollo 62 A;Security Kapitalanlage Aktiengesellschaft;8500690;529900F3VAAL1IXM9K98;ISSUED;902;A;
AT0000A2YPJ5;Valida Fonds 32;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;28800206;529900GQ3NQKCDG5HF96;ISSUED;5622;A;
AT0000A2YQ05;Aquila 148 (A);Gutmann Kapitalanlagegesellschaft m.b.H;28827945;529900YNM6V86LYOEM07;ISSUED;5624;A;
AT0000A2YXM3;AEV EM PIMCO (A);Allianz Invest Kapitalanlagegesellschaft mbH;28850378;529900GCTJT6A249HW23;ISSUED;5625;A;
AT0000A2YXN1;AEL EM PIMCO (A);Allianz Invest Kapitalanlagegesellschaft mbH;28850360;529900H1II9FVIZ3R704;ISSUED;5626;A;
AT0000A2Z138;Raiffeisen-SmartEnergy-ESG-Aktien (RD) A;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;25209264;529900GURG9FCGT0XH76;ISSUED;5358;A;
AT0000A2Z146;Raiffeisen-SmartEnergy-ESG-Aktien (RD) VTA;Raiffeisen Kapitalanlage-Gesellschaft m.b.H.;25209264;529900GURG9FCGT0XH76;ISSUED;5358;A;
AT0000A2Z6P8;Spängler DLT MultiAsset 30 (Spezial);LLB Invest Kapitalanlagegesellschaft m.b.H.;28387422;529900RLMBGEZD6BTK91;ISSUED;5601;A;
AT0000A2Z724;Pellets1;3 Banken-Generali Investment-Gesellschaft m.b.H.;28891759;529900H62ZYKJTH87867;ISSUED;5627;A;
AT0000A2Z765;Amundi CPR Climate Action - VM;Amundi Austria GmbH;24357405;529900C9HAXGHFSE6C02;ISSUED;5283;A;
AT0000A2Z781;Amundi Öko Sozial Euro Government Bond - VM;Amundi Austria GmbH;7010761;213800C489TNT2TL1Y62;ISSUED;17;A;
AT0000A2Z7B6;Amundi Öko Sozial Euro Corporate Bond - VM;Amundi Austria GmbH;7270321;213800K1N1CQ227NCM16;ISSUED;1834;A;
AT0000A2Z7K7;Amundi Öko Sozial Euro Aggregate Bond - VM;Amundi Austria GmbH;9489886;529900OW91XN6UX89457;ISSUED;3956;A;
AT0000A2Z7L5;Amundi Öko Sozial Dollar Bond - VM;Amundi Austria GmbH;7270631;213800QJ4QN4FTVKUI79;ISSUED;59;A;
AT0000A2Z7M3;Amundi Öko Sozial Euro Short Term Bond - VM;Amundi Austria GmbH;8087890;529900IXPIHCZBZNRN88;ISSUED;3364;A;
AT0000A2Z7R2;Amundi Öko Sozial Stock - VM;Amundi Austria GmbH;8269270;529900YDMUWH6AW1DY91;ISSUED;3490;A;
AT0000A2Z930;APEX One Best in Class (EuVECA) GmbH & Co KG;APEX Ventures GmbH;;;;;A;
AT0000A2ZT35;WKW-009;Amundi Austria GmbH;28941373;529900WAW1KRY74Z4723;ISSUED;5630;A;
AT0000A2ZTA3;Multi Asset Flex;LLB Invest Kapitalanlagegesellschaft m.b.H.;28954459;529900FEPKEBNKHS9W30;ISSUED;5631;A;
AT0000A2ZTY3;Aquila 141 (A);Gutmann Kapitalanlagegesellschaft m.b.H;28958713;529900ZKBYBKXLSQSC65;ISSUED;5633;A;
AT0000A2ZXV1;GM AT;Gutmann Kapitalanlagegesellschaft m.b.H;29006007;529900OGOAF6VQBLVZ32;ISSUED;5634;A;
AT0000A2ZY20;Sirius 50 A5;Gutmann Kapitalanlagegesellschaft m.b.H;8471487;529900NGWZ375ED81B62;ISSUED;2167;A;
AT0000A2ZY38;3 Banken Unternehmensanleihen ESG (R);3 Banken-Generali Investment-Gesellschaft m.b.H.;29028183;529900IR49UMOE7PR352;ISSUED;5635;A;
AT0000A2ZY46;3 Banken Unternehmensanleihen ESG (R);3 Banken-Generali Investment-Gesellschaft m.b.H.;29028183;529900IR49UMOE7PR352;ISSUED;5635;A;
AT0000A30376;3 Banken Unternehmensanleihen ESG (I);3 Banken-Generali Investment-Gesellschaft m.b.H.;29028183;529900IR49UMOE7PR352;ISSUED;5635;A;
AT0000A303E2;3 Banken Energiewende 2030 (I);3 Banken-Generali Investment-Gesellschaft m.b.H.;29031281;5299002C2PXKYWNJSE36;ISSUED;5636;A;2030.10.31
AT0000A303G7;Valida Global 5;KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.;29035570;529900ZSP7OVNLXDEX09;ISSUED;5637;A;
AT0000A303H5;Sirius 151 (A);Gutmann Kapitalanlagegesellschaft m.b.H;29035562;529900BAIRRAWK2IGE38;ISSUED;5638;A;
AT0000A303N3;ABW Amundi Eastern Europe Stock - in Abwicklung - A;Amundi Austria GmbH;29039118;529900JTZTHV0X6YCB37;ISSUED;5640;A;
